165570754,18805985
165570754,10427696
165570754,11253604
272336424,2222832
33113871,41633034
33113871,28867582
33113871,30121507
272330844,9632007
73793349,21406442
73793349,7436267
164328105,26284072
164328105,14494126
164328105,1580568
164328105,43816150
164328105,284581
164328105,42890746
164328105,17992463
164328105,27164524
175772731,45199242
175772731,4456654
175772731,20474953
175772731,4291629
175772731,20366420
50109667,28919384
50109667,9892034
50109667,45641146
160240723,42151086
107525855,42826637
107525855,20732326
4929792,30587120
4929792,15078226
4929792,8583892
4929792,9633692
175771681,9688596
175771681,41681016
175771681,5146833
175771681,12990062
175771681,10839180
160200635,6514657
160196199,45344262
160182599,26276507
107493250,4070764
107493250,625075
108168647,44188788
108168647,69517
108168647,6472321
108168647,45663550
108168647,13543634
108168647,25036916
108168647,5907429
108168647,12002599
108168647,37378871
108168647,10199295
108168647,29504825
108168647,37681382
108168647,27071466
108168647,6691259
107480438,4168858
107480438,10163436
20713095,27569586
20713095,3600672
20713095,47886426
272022908,2222832
161516030,42912358
161516030,40357730
161516030,13282258
161516030,13257393
161516030,30358600
161516030,26701064
161516030,42927569
161516030,10486537
161516030,6557139
161516030,36518170
107468313,20169187
271980847,2222832
167179021,26848091
167179021,19244266
167179021,1484884
167179021,6983752
167179021,4293023
167179021,36422695
167179021,9738154
271928987,46985984
160102790,45025701
271898437,2222832
169288146,31538418
169288146,38258215
169288146,3724985
169288146,118041
169288146,42927838
169288146,6961498
160078289,9308797
160066279,38320338
271817493,2222832
107426982,28919384
107426982,5842115
20704211,29858234
20704211,34397326
20704211,25721993
160045212,28919384
50065123,41327500
50065123,28733892
50065123,45648061
271723304,2222832
271682235,2222832
73702469,42409624
73702469,28395453
20698977,12884101
20698977,10427696
20698977,36414997
20698977,38469052
107388692,6517205
108486128,37385044
108486128,40495876
108486128,20141206
108486128,46836746
108486128,14829800
108486128,9524982
108486128,29503591
108486128,142928
108486128,10427696
108486128,30686318
108486128,45880
108486128,9867065
108486128,4475076
169286369,26183480
169286369,28782289
169286369,53529992
169286369,52430491
169286369,21328929
169286369,19025937
107372042,10576057
271533578,224487
107367346,10427696
159940127,2222832
271491189,17781514
159926811,6354
11612587,47242638
11612587,122877
11612587,45675792
11612587,10961260
11612284,27507707
11612284,6651085
11612284,27985846
11612284,37372699
50040046,14974915
50040046,6771137
159909414,34464449
107343876,27569586
107343876,2138905
159897303,17673877
271354651,7138813
169284675,1968418
169284675,25062648
169284675,25561640
169284675,45059500
169284675,193007
169284675,37412762
73659447,4124813
73659447,7964427
50028359,44253101
50028359,28570484
161996838,40490357
161996838,1995500
161996838,19691588
161996838,12893880
161996838,29858441
161996838,41653856
161996838,7775790
161996838,30848025
161996838,4321796
33053871,7008292
33053871,30686360
33053871,14319425
50317734,44238787
50317734,296210
50317734,38354138
50317734,182978
50317734,20678283
50317734,32768
50317734,19257994
50317734,6903334
50317734,47236525
50317734,6738200
50317734,148291
50317734,38350987
50317734,12744989
50317734,14829857
50317734,13326580
50317734,45654906
50317734,27632024
50317734,20451014
50317734,12745488
50317734,14667767
50317734,30682578
50317734,2239936
50317734,2638958
50317734,17937220
50317734,6544575
107303518,38909010
159817386,236588
271124058,18210771
159777927,30295540
172062016,2021586
172062016,37114898
172062016,25539759
172062016,4490530
172062016,21765762
271040189,12837773
11600801,24341077
11600801,24339334
11600801,45397731
11600801,29310894
270934131,26289612
73601532,13326463
73601532,4490530
270849343,48560569
270826260,13122178
159654351,39404464
20667646,18897106
20667646,48394739
20667646,19573250
20667646,9709566
270753903,10054961
270727653,45198403
107191230,26030153
73565737,295671
73565737,10546023
270571860,295671
73550646,13326463
73550646,5501226
159514820,39237383
270036456,2918681
269995651,45620090
159307425,2834555
159269070,25270951
169274511,4363734
169274511,36425122
169274511,94585
169274511,41682050
169274511,46139667
169274511,28507471
4887142,40492984
4887142,39398339
4887142,40489129
4887142,4498118
106981097,25559461
106981097,14829552
49899530,18134605
49899530,10427696
175740309,2226901
175740309,13290874
175740309,7064621
175740309,24810113
175740309,47126175
269683530,17803478
49893758,9324302
49893758,25010228
49893758,18659634
73440428,40505080
73440428,2184131
106957087,39275660
106957087,31353739
108808272,47195286
108808272,36419514
108808272,41665136
108808272,1525990
108808272,7063782
108808272,19987751
108808272,37778049
108808272,33365446
108808272,14923391
108808272,44542747
108808272,9247628
159170212,39400899
49888653,9151670
49888653,45343485
49888653,39893949
161994057,7098747
161994057,47232854
161994057,9413427
161994057,37926759
161994057,28649888
161994057,38760681
161994057,6862876
161994057,47188729
161994057,15183439
106940760,44252686
269537027,17781514
32962114,12874001
32962114,5383391
32962114,6938026
106931717,30432464
269506960,146136
32960675,34321984
32960675,47660488
32960675,36413651
269477741,17781514
106922100,37969470
159109403,28919384
269439128,45397731
108090756,29832827
108090756,37384867
108090756,6823903
108090756,20557681
108090756,17788554
108090756,45636742
108090756,20961478
108090756,28763355
108090756,225959
108090756,19103457
108090756,7138813
108090756,36699442
108090756,4796955
108090756,4180762
11561966,35862054
11561966,35862052
11561966,41968710
11561966,43230265
269388759,44319105
20618113,2028452
20618113,36439268
20618113,47699
269347315,14947803
159057446,5383391
159049256,6902156
269296210,13543546
159032037,19978673
106854036,10427670
269146470,7090252
106849617,36428792
106849617,34321319
158953219,46881951
158948978,3530126
49845029,30433252
49845029,3209035
49845029,6547110
11553180,47167934
11553180,26292428
11553180,27315451
11553180,873655
158936518,29421246
268958768,17781514
20603330,12133367
20603330,1417490
20603330,15834251
268938654,26821141
49835593,9763720
49835593,11153356
20602376,35811
20602376,18092305
20602376,19570715
20602376,37594280
106802959,41654124
268900266,30584211
158874420,9892034
106792023,28919384
106792023,40955789
49829981,38957574
49829981,14958109
108360781,4418694
108360781,20174366
108360781,13326463
108360781,4261300
108360781,27500715
108360781,10216087
108360781,10427696
108360781,142460
108360781,27964745
108360781,6873678
108360781,9384004
108360781,47490067
108360781,496504
268818605,37291018
49823059,29850620
49823059,12679360
106768879,31507273
106768879,25830759
32923068,31507273
32923068,12296252
32923068,18074323
268674836,48305509
32918279,36728533
32918279,693901
32918279,19369568
49813029,6878184
49813029,2200322
268593406,6862971
158757867,51529285
73306276,13208791
73306276,36466274
20590863,5353078
20590863,6697790
20590863,4663107
158745544,4039448
167162271,2088892
167162271,40492544
167162271,36439099
167162271,54092986
167162271,8136691
167162271,36421780
167162271,36532941
161992552,29824727
161992552,40507954
161992552,45637388
161992552,13543653
161992552,198741
161992552,51325379
161992552,44255729
161992552,44234857
161992552,49442106
73299987,4123521
73299987,11748447
158722581,17781514
73295642,26157422
73295642,38592446
106710420,21019955
49799571,24323958
49799571,18887566
49799571,36850549
268406153,24700683
32901761,21923
32901761,21417885
32901761,25859691
268284436,42384906
20579358,37945251
20579358,6973020
20579358,11625017
158589046,19951765
11533636,1664155
11533636,2174380
11533636,9386960
11533636,18704169
20577174,9675526
20577174,4253223
20577174,82988
20577174,42114361
268103293,2209377
106631099,44566134
268075721,27615217
32891121,9408515
32891121,34238616
32891121,15740270
158547384,20628401
267975248,17307932
32885869,48265192
32885869,16064661
32885869,22067468
158507844,49859157
20571857,47175968
20571857,47148191
20571857,15439
267951429,30129782
106603204,37195129
49759984,29854573
49759984,12484850
49759984,14325195
158487031,17673877
20569304,18946735
20569304,39398339
20569304,283556
20569304,133056
49753151,38235923
49753151,47229323
49753151,25956327
106570314,20674863
106570314,25914135
158417412,10224526
73201206,45608943
73201206,21172220
106551875,18904849
106551875,40311973
11522312,28264634
11522312,38117256
11522312,46514951
11522312,6960942
49737262,1649521
49737262,17710784
49737262,3105243
172032951,40499036
172032951,29858234
172032951,41253960
172032951,23143562
172032951,47203457
165553030,38361394
165553030,18883092
165553030,6594300
165553030,10062012
165553030,46494880
165553030,9886865
165553030,1981479
172032456,25683227
172032456,45649887
172032456,10427696
172032456,9625576
172032456,49917804
172032456,44219861
106516667,51112437
20558349,44205977
20558349,44226754
20558349,15997192
20558349,15681299
267362177,28919384
106486541,19253361
267318200,45030094
32854753,36433469
32854753,45104770
32854753,28683866
267254287,41674694
73148113,60706
73148113,26356319
106457131,4507953
73143823,52300773
73143823,50205188
267196446,39405309
158216521,10427696
49708495,14781138
49708495,39392891
49708495,27066730
267188273,25545138
20548585,205704
20548585,5780307
20548585,36427805
32849844,1746228
32849844,40167697
32849844,25402709
267140116,30693056
267102501,7100612
20545661,41374217
20545661,20481267
20545661,36773998
175711110,6474505
175711110,13326463
175711110,39400639
175711110,10427696
175711110,47417412
106417687,2059498
106417687,21379061
158143638,20250011
158142957,24615168
267001301,8318227
108360073,40490357
108360073,44069525
108360073,41652067
108360073,28184205
108360073,39118516
108360073,13044723
108360073,9762021
108360073,12928315
108360073,43442976
108360073,11234782
108360073,9365199
108360073,44404130
108360073,15148004
158141193,9860368
73119741,4214123
73119741,14111121
164312757,6533286
164312757,21566192
164312757,22156
164312757,42311481
164312757,9724948
164312757,36434052
164312757,12954062
266997234,45618165
106414184,40167444
106414184,133182
158137076,35946304
266991854,17673877
106412523,45243953
11509296,6344935
11509296,3789887
11509296,6585215
11509296,5152837
162592372,4528678
162592372,13122404
162592372,3781044
162592372,40484280
162592372,45655837
162592372,284193
162592372,19544477
162592372,41914565
162592372,2320648
266962887,40510409
158121462,47181311
20540508,13318419
20540508,30689741
20540508,9765123
20540508,43530
266813924,36665290
20537218,6820039
20537218,36850549
20537218,14084482
266769074,10427696
175708284,17877362
175708284,6734065
175708284,10427696
175708284,45660984
175708284,9611104
106362366,18917263
106362366,10218664
266721417,10218664
266719370,31493088
158032216,17673877
266717335,10218664
266714591,31400285
73086977,45619585
73086977,9892034
4840097,17800297
4840097,2078953
4840097,8186469
4840097,10479592
266710032,17781514
266707351,13044723
162591933,41497985
162591933,4357233
162591933,1991468
162591933,19607522
162591933,10427696
162591933,19949204
162591933,20726499
162591933,270892
162591933,2060550
158023772,9818853
73084159,142025
73084159,4232520
32826363,42892397
32826363,10427696
32826363,26452531
73076223,4039176
73076223,14588675
266624774,17673877
157986983,30210676
169255424,28314776
169255424,13113883
169255424,31498777
169255424,31427557
169255424,43992702
169255424,3744919
11500918,6609957
11500918,27497737
11500918,20097483
11500918,46401291
175706292,26953964
175706292,46805943
175706292,17777057
175706292,25943608
175706292,4790468
73068676,3880422
73068676,6961498
73066733,47157161
73066733,12928491
266535121,9860368
106320753,8059638
32819351,9072909
32819351,37875941
32819351,38761983
32818683,9447829
32818683,26122541
32818683,36865720
73061254,21162198
73061254,5216040
266455849,47223794
266424504,28259943
73053676,11574809
73053676,44714179
11496370,39312927
11496370,20076320
11496370,11962346
11496370,42914954
157886025,5090015
266278190,41662722
266179095,28929789
32803616,13316618
32803616,13326596
32803616,7052931
266131615,21167962
157809157,6561603
266063319,2222832
265995074,2222832
106220006,11219091
106218605,13671964
106218605,20359474
73002031,2150416
73002031,37365161
106210578,14487582
106210578,14085647
163346620,12687343
163346620,9435581
163346620,13713772
163346620,4078722
163346620,30686736
163346620,45654530
163346620,39407967
163346620,40759070
32793862,31438170
32793862,42902626
32793862,36738641
265891676,28888316
157722510,48059154
106203165,1350808
20510878,38346399
20510878,2050908
20510878,16367340
20510878,37364943
49619030,43507427
49619030,14043314
157714900,46068853
49617554,38366637
49617554,6526609
49617554,42926015
106189451,40475711
106189451,13995363
20508688,9052227
20508688,2220724
20508688,37769603
72985981,38252341
72985981,48212917
106163040,45629158
106163040,27862406
20505037,14006779
20505037,45165091
20505037,44244626
157629010,39385332
72969768,7003625
72969768,25530782
49603192,10093479
49603192,26158949
49603192,5452937
169249923,6919914
169249923,44031970
169249923,29670717
169249923,42365011
169249923,42910276
169249923,9877846
49589721,13771844
49589721,13068981
49589721,9416036
11478366,24123740
11478366,25530782
11478366,11334851
11478366,36530451
32769859,9013404
32769859,45677782
32769859,44212795
106086265,2997983
106086265,7037666
157476100,2048870
11475101,47905472
11475101,36811646
11475101,2954329
11475101,37425503
32765128,37361429
32765128,36930911
32765128,12932607
157461585,30754969
4978836,19764037
4978836,44161810
4978836,20191965
4978836,9684862
4978836,47014155
4978836,36006317
4978836,35936267
4978836,36443285
4978836,29783948
4978836,29760512
4978836,12904283
4978836,20600154
4978836,9432400
4978836,26843126
4978836,6529916
4978836,27486418
4978836,23911604
4978836,10229295
4978836,28151416
4978836,46689469
4978836,42520622
4978836,2219549
4978836,31270732
4978836,30403281
4978836,17766638
4978836,18443083
4978836,42447967
4978836,28069073
4978836,46547201
4978836,18419704
4978836,45030094
4978836,28745666
4978836,34079363
4978836,38869844
4978836,1022195
4978836,27895067
4978836,27212256
4978836,44742867
4978836,42097804
4978836,6497181
4978836,18283317
4978836,20765344
4978836,49999392
157461393,53651436
265165872,56449878
74184046,39374603
74184046,25705029
74184046,10417338
74184046,25095411
74184046,27537109
74184046,3746086
74184046,2222832
74184046,45619585
74184046,26791891
74184046,28872602
74184046,17781514
74184046,28085241
74184046,13242309
74184046,17735631
74184046,30167828
74184046,29321665
74184046,12792165
74184046,4327162
74285703,1997235
74285703,48687746
74285703,36443285
74285703,19303836
74285703,47149293
74285703,46836746
74285703,43895423
74285703,43808616
74285703,41242490
74285703,45668658
74285703,6805919
74285703,16599
74285703,29858251
74285703,41067036
74285703,21381804
74285703,13358587
74285703,386485
157461096,42894708
